species,sighting_date,dive_site,url,title,excerpt
blacktip,2025-02-15,Koh Phi Phi,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Phi Phi & Shark Point – The Grand Finale Our last full day of diving started at  Bida Nok , where we explored shallow waters teeming with  blacktip reef sharks, massive schools of yellow snappers, and a thriving coral reef . For the final dive of the trip, we visited  Shark Point , an absolute..."
shark,2025-02-09,"Elephant Head Rock, West of Eden",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Exploring Similan National Park   Our first dive took us to Shark Fin Reef, where we kicked off with a relaxed check dive. The stunning underwater boulders provided a majestic backdrop as schools of yellowfin goatfish and lunar fusiliers glided past. Bluefin trevally darted in and out of sight, w..."
shark,2025-02-09,"Elephant Head Rock, West of Eden",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Exploring Similan National Park   Our first dive took us to Shark Fin Reef, where we kicked off with a relaxed check dive. The stunning underwater boulders provided a majestic backdrop as schools of yellowfin goatfish and lunar fusiliers glided past. Bluefin trevally darted in and out of sight, w..."
ray,2025-02-09,"Elephant Head Rock, West of Eden",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Exploring Similan National Park   Our first dive took us to Shark Fin Reef, where we kicked off with a relaxed check dive. The stunning underwater boulders provided a majestic backdrop as schools of yellowfin goatfish and lunar fusiliers glided past. Bluefin trevally darted in and out of sight, w..."
ray,2025-02-09,"Elephant Head Rock, West of Eden",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Exploring Similan National Park   Our first dive took us to Shark Fin Reef, where we kicked off with a relaxed check dive. The stunning underwater boulders provided a majestic backdrop as schools of yellowfin goatfish and lunar fusiliers glided past. Bluefin trevally darted in and out of sight, w..."
ray,2025-02-09,"Elephant Head Rock, West of Eden",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Exploring Similan National Park   Our first dive took us to Shark Fin Reef, where we kicked off with a relaxed check dive. The stunning underwater boulders provided a majestic backdrop as schools of yellowfin goatfish and lunar fusiliers glided past. Bluefin trevally darted in and out of sight, w..."
ray,2025-02-09,"Elephant Head Rock, West of Eden",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Exploring Similan National Park   Our first dive took us to Shark Fin Reef, where we kicked off with a relaxed check dive. The stunning underwater boulders provided a majestic backdrop as schools of yellowfin goatfish and lunar fusiliers glided past. Bluefin trevally darted in and out of sight, w..."
shark,2025-02-10,"Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Koh Bon Bay and Koh Tachai   Our morning began with two dives at Koh Bon Bay, where the highlight was spotting two juvenile blacktip reef sharks gliding gracefully along the sandy bottom. Giant moray eels lurked near crevices, while a large school of batfish hovered elegantly over the reef. Diver..."
shark,2025-02-10,"Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Koh Bon Bay and Koh Tachai   Our morning began with two dives at Koh Bon Bay, where the highlight was spotting two juvenile blacktip reef sharks gliding gracefully along the sandy bottom. Giant moray eels lurked near crevices, while a large school of batfish hovered elegantly over the reef. Diver..."
ray,2025-02-10,"Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Koh Bon Bay and Koh Tachai   Our morning began with two dives at Koh Bon Bay, where the highlight was spotting two juvenile blacktip reef sharks gliding gracefully along the sandy bottom. Giant moray eels lurked near crevices, while a large school of batfish hovered elegantly over the reef. Diver..."
ray,2025-02-10,"Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Koh Bon Bay and Koh Tachai   Our morning began with two dives at Koh Bon Bay, where the highlight was spotting two juvenile blacktip reef sharks gliding gracefully along the sandy bottom. Giant moray eels lurked near crevices, while a large school of batfish hovered elegantly over the reef. Diver..."
reef shark,2025-02-10,"Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Koh Bon Bay and Koh Tachai   Our morning began with two dives at Koh Bon Bay, where the highlight was spotting two juvenile blacktip reef sharks gliding gracefully along the sandy bottom. Giant moray eels lurked near crevices, while a large school of batfish hovered elegantly over the reef. Diver..."
blacktip,2025-02-10,"Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Koh Bon Bay and Koh Tachai   Our morning began with two dives at Koh Bon Bay, where the highlight was spotting two juvenile blacktip reef sharks gliding gracefully along the sandy bottom. Giant moray eels lurked near crevices, while a large school of batfish hovered elegantly over the reef. Diver..."
blacktip,2025-02-10,"Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Koh Bon Bay and Koh Tachai   Our morning began with two dives at Koh Bon Bay, where the highlight was spotting two juvenile blacktip reef sharks gliding gracefully along the sandy bottom. Giant moray eels lurked near crevices, while a large school of batfish hovered elegantly over the reef. Diver..."
ray,2025-02-11,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Surin National Park and Richelieu Rock   Our first dive took us to the iconic Richelieu Rock, a pinnacle rising from the seabed like an underwater cathedral. Known as one of the top dive sites in the world, Richelieu Rock did not disappoint. A great barracuda hovered midwater, being cleaned by wr..."
ray,2025-02-11,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Surin National Park and Richelieu Rock   Our first dive took us to the iconic Richelieu Rock, a pinnacle rising from the seabed like an underwater cathedral. Known as one of the top dive sites in the world, Richelieu Rock did not disappoint. A great barracuda hovered midwater, being cleaned by wr..."
ray,2025-02-11,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Surin National Park and Richelieu Rock   Our first dive took us to the iconic Richelieu Rock, a pinnacle rising from the seabed like an underwater cathedral. Known as one of the top dive sites in the world, Richelieu Rock did not disappoint. A great barracuda hovered midwater, being cleaned by wr..."
stingray,2025-02-11,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Surin National Park and Richelieu Rock   Our first dive took us to the iconic Richelieu Rock, a pinnacle rising from the seabed like an underwater cathedral. Known as one of the top dive sites in the world, Richelieu Rock did not disappoint. A great barracuda hovered midwater, being cleaned by wr..."
ray,2025-02-12,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," and 5 : Richelieu Rock - a photographer's paradise   The next two days were dedicated to Richelieu Rock, providing ample time for our photographers to capture its legendary marine diversity. Schools of blacktail barracuda, yellowtail barracuda, and pickhandle barracuda swirled around the pinnacle. ..."
eagle ray,2025-02-12,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," and 5 : Richelieu Rock - a photographer's paradise   The next two days were dedicated to Richelieu Rock, providing ample time for our photographers to capture its legendary marine diversity. Schools of blacktail barracuda, yellowtail barracuda, and pickhandle barracuda swirled around the pinnacle. ..."
ray,2025-02-09,Koh Chi,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Diving in the surin islands   We began our journey in the pristine waters of the Surin National Park with dives showcasing the vibrant marine life of this protected area. The first dive at Koh Chi served as a check dive, where we encountered schools of yellow-lined snappers and yellow fusiliers, ..."
ray,2025-02-09,Koh Chi,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Diving in the surin islands   We began our journey in the pristine waters of the Surin National Park with dives showcasing the vibrant marine life of this protected area. The first dive at Koh Chi served as a check dive, where we encountered schools of yellow-lined snappers and yellow fusiliers, ..."
ray,2025-02-09,Koh Chi,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Diving in the surin islands   We began our journey in the pristine waters of the Surin National Park with dives showcasing the vibrant marine life of this protected area. The first dive at Koh Chi served as a check dive, where we encountered schools of yellow-lined snappers and yellow fusiliers, ..."
ray,2025-02-09,Koh Chi,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Diving in the surin islands   We began our journey in the pristine waters of the Surin National Park with dives showcasing the vibrant marine life of this protected area. The first dive at Koh Chi served as a check dive, where we encountered schools of yellow-lined snappers and yellow fusiliers, ..."
stingray,2025-02-09,Koh Chi,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Diving in the surin islands   We began our journey in the pristine waters of the Surin National Park with dives showcasing the vibrant marine life of this protected area. The first dive at Koh Chi served as a check dive, where we encountered schools of yellow-lined snappers and yellow fusiliers, ..."
stingray,2025-02-09,Koh Chi,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Diving in the surin islands   We began our journey in the pristine waters of the Surin National Park with dives showcasing the vibrant marine life of this protected area. The first dive at Koh Chi served as a check dive, where we encountered schools of yellow-lined snappers and yellow fusiliers, ..."
stingray,2025-02-09,Koh Chi,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Diving in the surin islands   We began our journey in the pristine waters of the Surin National Park with dives showcasing the vibrant marine life of this protected area. The first dive at Koh Chi served as a check dive, where we encountered schools of yellow-lined snappers and yellow fusiliers, ..."
ray,2025-02-12,Koh Bon,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : More of the Similan National Park   The day began with a dive at Koh Bon Pinnacle and North Ridge, where the visibility was beautiful, revealing the vibrant underwater life. Divers encountered massive schools of yellow back and neon fusiliers, alongside groupers and sweetlips at the North Ridge. ..."
ray,2025-02-12,Koh Bon,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : More of the Similan National Park   The day began with a dive at Koh Bon Pinnacle and North Ridge, where the visibility was beautiful, revealing the vibrant underwater life. Divers encountered massive schools of yellow back and neon fusiliers, alongside groupers and sweetlips at the North Ridge. ..."
stingray,2025-02-12,Koh Bon,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : More of the Similan National Park   The day began with a dive at Koh Bon Pinnacle and North Ridge, where the visibility was beautiful, revealing the vibrant underwater life. Divers encountered massive schools of yellow back and neon fusiliers, alongside groupers and sweetlips at the North Ridge. ..."
ray,2025-02-13,West of Eden,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Similan National Park             The morning commenced with a dive at West of Eden, a vibrant site where Simon spotted a rare sea moth and many pretty psychedelic sea slugs! ​ More common but still exciting where sightings of giant trevallies, peacock mantis shrimps, and colourful nudibranchs, w..."
ray,2025-02-09,"Elephant Head Rock, Donald Duck Bay, West of Eden",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Similan National park - Honeymoon bay, West Of Eden, Elephant head and Turtle Rock   We started our adventure with a check dive at Honeymoon Bay (Island Number 4). The coral garden and pristine sandy bottom were teeming with marine life: moray eels, lionfish, peacock groupers, and an octopus made..."
ray,2025-02-09,"Elephant Head Rock, Donald Duck Bay, West of Eden",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Similan National park - Honeymoon bay, West Of Eden, Elephant head and Turtle Rock   We started our adventure with a check dive at Honeymoon Bay (Island Number 4). The coral garden and pristine sandy bottom were teeming with marine life: moray eels, lionfish, peacock groupers, and an octopus made..."
shark,2025-02-10,Koh Bon,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Similan islands   We began the morning at  Xmas Point , where one group was delighted to discover a pair of  baby harlequin shrimps  munching on a sea star   while another group came across a white-tip shark swimming closeby and a curious octopus. Parrotfish and titan triggerfish also came for a ..."
ray,2025-02-10,Koh Bon,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Similan islands   We began the morning at  Xmas Point , where one group was delighted to discover a pair of  baby harlequin shrimps  munching on a sea star   while another group came across a white-tip shark swimming closeby and a curious octopus. Parrotfish and titan triggerfish also came for a ..."
ray,2025-02-11,"Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Bon and Koh Tachai   Some divers began their day at Koh Bon West Ridge, where Maldivian sponge snails, schools of fusiliers, triggerfish, batfish, and anemonefish were abundant. While others explored the deeper Koh Bon Pinnacle, which was equally rich in marine life. For the second dive, we ve..."
ray,2025-02-12,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar," : Surin National Park   red snappers   The wind picked up as we made our way toward Surin National Park, prompting us to adjust our plans for safety. We began our adventure at Yellow Rock, located on the southern tip of South Surin Island. Although the visibility and current posed some challenges, ..."
shark,2025-02-09,,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": A Warm Welcome at Ao Pakkard Bay   Our adventure began with a check dive at  Ao Pakkard Bay , a stunning site featuring a vibrant coral garden and a soft, white sandy bottom. The calm waters set the stage for a perfect start, revealing a delightful array of marine life: a graceful eagle ray, curio..."
ray,2025-02-09,,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": A Warm Welcome at Ao Pakkard Bay   Our adventure began with a check dive at  Ao Pakkard Bay , a stunning site featuring a vibrant coral garden and a soft, white sandy bottom. The calm waters set the stage for a perfect start, revealing a delightful array of marine life: a graceful eagle ray, curio..."
ray,2025-02-09,,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": A Warm Welcome at Ao Pakkard Bay   Our adventure began with a check dive at  Ao Pakkard Bay , a stunning site featuring a vibrant coral garden and a soft, white sandy bottom. The calm waters set the stage for a perfect start, revealing a delightful array of marine life: a graceful eagle ray, curio..."
reef shark,2025-02-09,,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": A Warm Welcome at Ao Pakkard Bay   Our adventure began with a check dive at  Ao Pakkard Bay , a stunning site featuring a vibrant coral garden and a soft, white sandy bottom. The calm waters set the stage for a perfect start, revealing a delightful array of marine life: a graceful eagle ray, curio..."
blacktip,2025-02-09,,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": A Warm Welcome at Ao Pakkard Bay   Our adventure began with a check dive at  Ao Pakkard Bay , a stunning site featuring a vibrant coral garden and a soft, white sandy bottom. The calm waters set the stage for a perfect start, revealing a delightful array of marine life: a graceful eagle ray, curio..."
eagle ray,2025-02-09,,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": A Warm Welcome at Ao Pakkard Bay   Our adventure began with a check dive at  Ao Pakkard Bay , a stunning site featuring a vibrant coral garden and a soft, white sandy bottom. The calm waters set the stage for a perfect start, revealing a delightful array of marine life: a graceful eagle ray, curio..."
ray,2025-02-10,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Surin National Park – A Richelieu Rock Extravaganz   The day was dedicated to the legendary  Richelieu Rock , one of the most biodiverse dive sites in the world. We completed three spectacular dives here, each offering amazing visibility and an explosion of marine life. Rabbitfish and the usual mo..."
ray,2025-02-10,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Surin National Park – A Richelieu Rock Extravaganz   The day was dedicated to the legendary  Richelieu Rock , one of the most biodiverse dive sites in the world. We completed three spectacular dives here, each offering amazing visibility and an explosion of marine life. Rabbitfish and the usual mo..."
shark,2025-02-11,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Pinnacles and Plateaus to End the Adventure   The final day began with a dive at  Koh Tachai Plateau/Pinnacle , where we encountered a massive school of blackfin barracudas, giant trevally, and potato groupers swimming across the plateau. Among the reefs, we admired large sea fans, clusters of box..."
reef shark,2025-02-11,"Richelieu Rock, Koh Bon, Koh Tachai",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Pinnacles and Plateaus to End the Adventure   The final day began with a dive at  Koh Tachai Plateau/Pinnacle , where we encountered a massive school of blackfin barracudas, giant trevally, and potato groupers swimming across the plateau. Among the reefs, we admired large sea fans, clusters of box..."
ray,2025-02-09,"Hin Daeng, Hin Muang, Koh Haa, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Koh Lanta National Park  – A Stunning Introduction   We began our adventure at  Koh Haa  with a relaxing check dive. The tranquil waters revealed schools of  fusiliers  and  snappers , while a  lionfish  glided past and a beautiful  sea slug  rested on the white sandy bottom—a serene start to the..."
ray,2025-02-09,"Hin Daeng, Hin Muang, Koh Haa, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Koh Lanta National Park  – A Stunning Introduction   We began our adventure at  Koh Haa  with a relaxing check dive. The tranquil waters revealed schools of  fusiliers  and  snappers , while a  lionfish  glided past and a beautiful  sea slug  rested on the white sandy bottom—a serene start to the..."
ray,2025-02-11,"Hin Muang, Koh Haa, Koh Lanta",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Koh Lanta National Park – Mystical Caverns and Swim-throughs   The towering pinnacles of  Hin Muang  welcomed us with schools of  giant trevallies  darting around the top. At  Koh Haa Cathedral , we explored breathtaking caves adorned with  banded pipefish  and shimmering schools of fish. The  Chi..."
shark,2025-02-12,"Elephant Head Rock, Koh Bon",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Similan National Park  – Crystal Clear Paradise   The Similan Islands welcomed us with remarkable visibility and dramatic underwater topography, setting the stage for a day of incredible dives. We kicked off with a dive at  Shark Fin Reef , an underwater haven for large pelagic and reef life alik..."
shark,2025-02-12,"Elephant Head Rock, Koh Bon",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Similan National Park  – Crystal Clear Paradise   The Similan Islands welcomed us with remarkable visibility and dramatic underwater topography, setting the stage for a day of incredible dives. We kicked off with a dive at  Shark Fin Reef , an underwater haven for large pelagic and reef life alik..."
ray,2025-02-12,"Elephant Head Rock, Koh Bon",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Similan National Park  – Crystal Clear Paradise   The Similan Islands welcomed us with remarkable visibility and dramatic underwater topography, setting the stage for a day of incredible dives. We kicked off with a dive at  Shark Fin Reef , an underwater haven for large pelagic and reef life alik..."
ray,2025-02-12,"Elephant Head Rock, Koh Bon",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Similan National Park  – Crystal Clear Paradise   The Similan Islands welcomed us with remarkable visibility and dramatic underwater topography, setting the stage for a day of incredible dives. We kicked off with a dive at  Shark Fin Reef , an underwater haven for large pelagic and reef life alik..."
reef shark,2025-02-12,"Elephant Head Rock, Koh Bon",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Similan National Park  – Crystal Clear Paradise   The Similan Islands welcomed us with remarkable visibility and dramatic underwater topography, setting the stage for a day of incredible dives. We kicked off with a dive at  Shark Fin Reef , an underwater haven for large pelagic and reef life alik..."
whitetip,2025-02-12,"Elephant Head Rock, Koh Bon",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,":  Similan National Park  – Crystal Clear Paradise   The Similan Islands welcomed us with remarkable visibility and dramatic underwater topography, setting the stage for a day of incredible dives. We kicked off with a dive at  Shark Fin Reef , an underwater haven for large pelagic and reef life alik..."
ray,2025-02-14,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Surin National Park – Richelieu Rock's Majestic Wonders   Richelieu Rock  never fails to amaze, and our four dives here showcased its unmatched biodiversity. The site buzzed with marine life, starting with schools of giant trevally, rainbow runners, and yellowtail barracuda darting around the pinn..."
ray,2025-02-14,Richelieu Rock,https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Surin National Park – Richelieu Rock's Majestic Wonders   Richelieu Rock  never fails to amaze, and our four dives here showcased its unmatched biodiversity. The site buzzed with marine life, starting with schools of giant trevally, rainbow runners, and yellowtail barracuda darting around the pinn..."
shark,2025-02-15,"Richelieu Rock, Koh Bon, Koh Haa, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Similan National Park – A Grand Finale   Our final dive at Koh Bon Pinnacle delivered an unforgettable end to the trip. Huge schools of batfish and yellow fusiliers danced in the sunlight, weaving around the pinnacle’s striking sea fans. A majestic  green turtle  made a surprise appearance, swimmi..."
whale shark,2025-02-15,"Richelieu Rock, Koh Bon, Koh Haa, Koh Lipe, Koh Phi Phi, Koh Lanta, Tarutao National Park",https://www.thesmilingseahorse.com/blog/category/diving-in-thailand, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Similan National Park – A Grand Finale   Our final dive at Koh Bon Pinnacle delivered an unforgettable end to the trip. Huge schools of batfish and yellow fusiliers danced in the sunlight, weaving around the pinnacle’s striking sea fans. A majestic  green turtle  made a surprise appearance, swimmi..."
shark,2025-03-06,"South Twin, High Rock",https://www.thesmilingseahorse.com/blog/category/environment protection, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": First Encounters...   Check Dive at High Rock   A gentle check dive to start the trip, where we encountered schools of yellowtail barracuda and yellowback fusiliers gliding over the reef. Moray eels peeked out from rocky crevices, and macro lovers were delighted to spot nudibranchs. The highlight ..."
ray,2025-03-06,"South Twin, High Rock",https://www.thesmilingseahorse.com/blog/category/environment protection, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": First Encounters...   Check Dive at High Rock   A gentle check dive to start the trip, where we encountered schools of yellowtail barracuda and yellowback fusiliers gliding over the reef. Moray eels peeked out from rocky crevices, and macro lovers were delighted to spot nudibranchs. The highlight ..."
ray,2025-03-06,"South Twin, High Rock",https://www.thesmilingseahorse.com/blog/category/environment protection, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": First Encounters...   Check Dive at High Rock   A gentle check dive to start the trip, where we encountered schools of yellowtail barracuda and yellowback fusiliers gliding over the reef. Moray eels peeked out from rocky crevices, and macro lovers were delighted to spot nudibranchs. The highlight ..."
reef shark,2025-03-06,"South Twin, High Rock",https://www.thesmilingseahorse.com/blog/category/environment protection, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": First Encounters...   Check Dive at High Rock   A gentle check dive to start the trip, where we encountered schools of yellowtail barracuda and yellowback fusiliers gliding over the reef. Moray eels peeked out from rocky crevices, and macro lovers were delighted to spot nudibranchs. The highlight ..."
ray,2025-03-07,Black Rock,https://www.thesmilingseahorse.com/blog/category/environment protection, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Black Rock Spectacle   Black Rock – The Jewel of the North   Located in the far northern reaches of the Mergui Archipelago,  Black Rock is one of Burma’s most exhilarating dive sites.  Rising from the depths of the open sea, this isolated pinnacle attracts pelagic species, making it a hotspot for ..."
manta,2025-03-07,Black Rock,https://www.thesmilingseahorse.com/blog/category/environment protection, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Black Rock Spectacle   Black Rock – The Jewel of the North   Located in the far northern reaches of the Mergui Archipelago,  Black Rock is one of Burma’s most exhilarating dive sites.  Rising from the depths of the open sea, this isolated pinnacle attracts pelagic species, making it a hotspot for ..."
shark,2025-03-08,"Shark Cave, Submarine",https://www.thesmilingseahorse.com/blog/category/environment protection, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Three Islets – A Macro Wonderland   Square Roc   This dive kicked off with tiger tail seahorses clinging to gorgonian sea fans, while orange spotted pipefish wove through the reef. Chromodoris nudibranchs added splashes of color, and a marble ray rested on the sandy bottom. The rare mordilla brock..."
shark,2025-03-08,"Shark Cave, Submarine",https://www.thesmilingseahorse.com/blog/category/environment protection, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Three Islets – A Macro Wonderland   Square Roc   This dive kicked off with tiger tail seahorses clinging to gorgonian sea fans, while orange spotted pipefish wove through the reef. Chromodoris nudibranchs added splashes of color, and a marble ray rested on the sandy bottom. The rare mordilla brock..."
shark,2025-03-08,"Shark Cave, Submarine",https://www.thesmilingseahorse.com/blog/category/environment protection, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Three Islets – A Macro Wonderland   Square Roc   This dive kicked off with tiger tail seahorses clinging to gorgonian sea fans, while orange spotted pipefish wove through the reef. Chromodoris nudibranchs added splashes of color, and a marble ray rested on the sandy bottom. The rare mordilla brock..."
ray,2025-03-08,"Shark Cave, Submarine",https://www.thesmilingseahorse.com/blog/category/environment protection, Blog about diving in Asia - Diving liveaboard in Thailand and Myanmar,": Three Islets – A Macro Wonderland   Square Roc   This dive kicked off with tiger tail seahorses clinging to gorgonian sea fans, while orange spotted pipefish wove through the reef. Chromodoris nudibranchs added splashes of color, and a marble ray rested on the sandy bottom. The rare mordilla brock..."
